"Dam Name","State","Downstream Hazard Potential","Incident Type","Incident Date","Incident Driver","Incident Mechanism 1","Incident Mechanism 2","Incident Mechanism 3","Incident ID","Incident Description","Named Hydrologic Event","EAP Enacted (Y/N) due to Incident","Fatalities (Number)","Number of People Evacuated","Number of Habitable Structures Evacuated","Number of Habitable Structures Flooded","Other Infrastructure Impacts","Economic Damages (in $)","Response","Volume released at failure (ac-ft)","Additional Remarks or Updates","Owner Type","Dam Type","Primary Purpose(s)","EAP","Dam Height","Max Storage (ac-ft)","Surface Area (acres)","Year Completed","NID Number","River Name","Latitude","Longitude","Year Modified","Regulatory Agency(ies)","Incident Time","Incident Duration","Incident Report Produced","Information Sources","Attachments"
"SILVER LAKE DAM","MO","H","Non-failure","05/01/2017","Seepage/internal Erosion","Excessive/increased Seepage","Erosion","","MO31851-3174","Elevated seepage rate through dam caused erosion to occur on the face of the dam.","","No","","0","0","0","None","None","Owners reduced lake level with siphons until repair was made.","","","P","RE","T","Y","80 ft","4900 ac-ft","118 acres","1981","MO31851","DITCH CREEK","38.1893","-90.7567","0","DAM AND RESERVOIR SAFETY PROG","","2 weeks","No","MO DNR",""
"SILVER LAKE DAM - MIDDLETOWN","DE","H","Non-failure","07/06/2017","Deterioration Or Poor Condition","Gate/valve Failure","Insufficient Spillway Capacity","","DE00051-3104","A pop-up storm caused the road to nearly overtop and gates in the left spillway were opened.  The gates could not be closed due to deflection and breakage and the pond continued to lower.","","No","","","","","Roads","$500,000 to $1 million","","","An emergency cofferdam was placed in front of gates to prevent pond from emptying.  EAP procedures were followed but it was not ""officially"" activated. Design has been initiated to replace the gates. The economic damages only includes emergency construction of temporary sheeting and proposed design costs. We will not have an estimate for constrution costs until the design is complete.","S","PGRE","R","Y","18 ft","591 ac-ft","39 acres","1945","DE00051","DEEP CREEK","39.438","-75.6934","0","DNREC","","","Yes","DelDOT and DNREC Dam Safety Program","Y"
"SILVER-CRYSTAL DAM","KY","S","Failure","04/07/2015","Structural Stability","Foundation Deficiency","","","KY00019-2562","The breach appears to have been caused by a foundation failure.","","No","0","0","0","0","","","","","The dam was classified as moderate hazard due to a road and railroad downstream.  There was no damage to either one.","P","RE","R","NR","15 ft","91 ac-ft","10 acres","1950","KY00019","WILSON CREEK","38.105","-85.7333","0","DOW","","","No","",""
"SIPPO CREEK RESERVOIR DAM","OH","H","Non-failure","03/17/2017","Deterioration Or Poor Condition","Spillway Chute Failure","Piping","","OH02825-3115","Sinkhole and seepage behind the right spillway side wall.","","","","","","","","","","","The owner opened the lake drain. Dam was eventually modified to be exempt.","L","RE","R","N","18 ft","82 ac-ft","4 acres","0","OH02825","SIPPO CREEK","40.805","-81.5083","0","DEPARTMENT OF NATURAL RESOURCES","","6 days","Yes","OHDNR",""
"SIX MILE - MAIN","CO","H","Non-failure","09/14/2013","Hydrologic/flooding","Spillway Erosion/head Cutting","","","CO00250-2068","uncontrolled inflows, spillway erosion - Colorado Flooding of 9-13","","","","","","","","","","","","P","RE","IR","Y","52 ft","2186 ac-ft","124 acres","1892","CO00250","LITTLE DRY CREEK-TR","40.0675","-105.218","0","DWR","","","","",""
"SKEEL","CO","H","Non-failure","05/27/2015","Seepage/internal Erosion","Excessive/increased Seepage","","","CO01304-3021","Uncontrolled inflow into reservoir - dam is restricted due to excessive seepage at high reservoir levels","","","","","","","","","","","Uncontrolled inflow into reservoir due to Highline canal piping hole, and unwillingness for owner to open outlet fully.  Issue is the dam is restricted due to excessive seepage at high reservoir levels (5 feet below spill restriction).  Seepage monitored continuously as reservir pumped overnight.","L","RE","RI","Y","40 ft","220 ac-ft","15 acres","1900","CO01304","SOUTH PLATTE RIVER-OS","39.6567","-104.944","1901","DWR","","","","CO DWR",""
"SKY VIEW POND DAM","NY","S","Non-failure","08/28/2011","Hydrologic/flooding","Overtopping","","","NY13225-1302","overtopped and exit channel eroded, only minor damage Hurricane Irene","Irene","No","","","","","","","","","","P","RE","R","N","24 ft","25 ac-ft","3 acres","1952","NY13225","TR-RAMAPO RIVER","41.3133","-74.1653","0","NYS DEC","","","","",""
"SLAUGHTERS LAKE DAM","KY","S","Failure","02/25/2018","Deterioration Or Poor Condition","Erosion","","","KY00141-3273","Dam breached around principal spillway pipe due to poor condition of structure and excessive erosion.","","","0","0","0","0","","","","","","P","RE","O","NR","18 ft","260 ac-ft","13 acres","1890","KY00141","DEER CREEK","37.4785","-87.4925","0","KY DIVISION OF WATER","","","Yes","KY DNR",""
"SLIVER SPRING LAKE DAM","NJ","L","Failure","05/23/2011","Hydrologic/flooding","Overtopping","","","NJ00000-1195","High water levels overtopped the dam, causing the dam to fail","","","","0","","","","","","9 ac-ft","","","RE","R","","21 ft","0 ac-ft","0 acres","1930","NJ00000","MUSCONETCONG RIVER","0","0","0","NJDEP","12:00 AM","","","",""
"SMALLWOOD","MI","H","Non-failure","05/19/2020","Hydrologic/flooding","High Reservoir Level","","","MI00548-3514","High reservoir levels from the same flood that caused the Edenville and Sanford failures. See attached IFT Report for those failures.","","Yes","0","","","","","","See IFT Report","","","P","PGRE","CH","Y","36 ft","9000 ac-ft","500 acres","1925","MI00548","TITTAWABASSEE RIVER","43.9586","-84.3361","0","MICHIGAN DEQ","","","Yes","2022 IFT Report","Y"
"SMITH LAKE DAM","TX","S","Failure","08/31/2017","Hydrologic/flooding","Unknown","","","TX05269-2926","FAILURE OF DAM","Harvey","","","","","","","","","","","P","RE","","N","16 ft","70 ac-ft","55 acres","1950","TX05269","TR-LITTLE COW CREEK","31.0061","-93.708","0","TCEQ","","","","TX DEQ",""
"SMITH LAKE DAM","NC","L","Failure","10/08/2016","Hydrologic/flooding","Overtopping","","","NC01142-2967","breached with large scour holes on downstream slope and toe of dam","Matthew","No","0","","0","","","$1 million to $5 million","","","","P","RE","R","NR","10 ft","77 ac-ft","0 acres","0","NC01142","HARRISON CREEK-OS","34.863","-78.73","0","","","1 day","","NCDEQ",""
"SMITH LAKE DAM","NC","L","Failure","10/08/2016","Hydrologic/flooding","Overtopping","","","NC01148-2970","breached","Matthew","No","0","","0","","","$1 million to $5 million","","","","P","RE","","NR","10 ft","73 ac-ft","0 acres","0","NC01148","CAPE FEAR RIVER-TR","35.224","-78.815","0","","","1 day","","NCDEQ",""
"SMITH MILLPOND DAM","SC","L","Failure","10/04/2015","Hydrologic/flooding","Overtopping","","","SC02411-3037","Heavy rains-as much as 16 inches caused several dams to overtop and fail.","","","","","","","","","","","","P","RE","R","N","26 ft","62 ac-ft","25 acres","0","SC02411","","34.0667","-79.3458","0","SCDHEC","","","","SC DHEC",""
"SNOWS BROOK DAM","NH","H","Non-failure","08/28/2011","Hydrologic/flooding","High Reservoir Level","","","NH00901-1150","Reservoir level came to within several inches of overtopping","Irene","Yes","","0","","0","","","","0 ac-ft","","L","CN","R","Y","16 ft","40 ac-ft","5 acres","1976","NH00901","SNOWS BROOK","43.95","-71.5047","0","NH DEPARTMENT OF ENVIRONMENTAL SERVICES DAM BUREAU","","","","","Y"
"SOCIAL SECURITY WOODLAWN DAM","MD","","Non-failure","09/08/2011","Unknown","Spillway Chute Failure","","","MD00471-3087","Concrete chute spillway on earth embankment undermined, resulting in spillway damage and loss of embankment material.","","Yes","","","","","","","","","","","RE","","","13 ft","10 ac-ft","0 acres","0","MD00471","","39.3108","-76.7248","0","MD DAM SAFETY","","","","MDE Dam Safety Program",""
"SOESTER CAYLOR DAM","NE","L","Failure","05/01/2019","Deterioration Or Poor Condition","Other","High Reservoir Level","","NE09793-3375","Wave erosion broke through crest of dam during high reservoir levels","","No","0","0","0","0","None","$1 to $100,000","","131 ac-ft","No downstream damage.","P","RE","P","NR","16 ft","132 ac-ft","18 acres","1950","NE09793","TR-WHITE RIVER","42.7245","-103.3","0","NE DNR","","","No","NE Dam Safety",""
"SOUTH CREEK - WASHINGTON COUNTY","UT","H","Non-failure","12/21/2010","Hydrologic/flooding","Slope Stability","","","UT00588-910","Heavy rainfall resulted in a surface slump of the downstream slope just below the crest","","Yes","","50","","0","None","$100,000 to $500,000","","0 ac-ft","Estimated evacuation of 50 to 100 people Highway closure during EAP implementation Successful EAP operation, actual failure avoided","P","RE","I","Y","91 ft","2250 ac-ft","0 acres","1988","UT00588","SOUTH CREEK","37.1472","-112.985","0","","12:00 AM","","","",""
"SOUTH FORK (AKA JOHNSTOWN DAM)","PA","H","Failure","01/01/1889","Hydrologic/flooding","Overtopping","","","PA00000-102","","","No","2209","","","","","$10 million to $25 million","","","37 high wall of water hit Johnstown, 9 miles downstream.  The dam had a deficient outlet and spillway, had been improperly maintained, and was overtopped and washed out during heavy rains.  It took 57 minutes for the 30-40 ft-high floodwave (which had re Fatalities: 2209 - Victims: 99 entire families, 396 children under the age of 10, and 755 unidentified victims.  45% of the victims whose ages were known were under 20.   More than 1 in every 5 residents of Johnstown were killed.","","RE","R","","72 ft","0 ac-ft","0 acres","0","PA00000","LITTLE CONEMAUGH RIVER","0","0","0","","","","","",""
"SOUTH MOUND CREEK POOL","MN","L","Failure","06/14/2014","Hydrologic/flooding","Overtopping","","","MN00111-2647","Flood overtopped dam and right embankment (emergency spillway) failed.  Wooden dock floated loose and partially blocked principal spillway.","","No","0","0","0","1","Bridges","","DNR owed Dam.  Operators notified DNR Dam Safety quickly.","200 acre-feet ac-ft","Grouted riprap on emergency spillway. Dam also failed in 1938. Downstream home was flooded but may have flooded without dam failure. Two downstream farmers claim dam breach damaged them.","S","PG","R","NR","24 ft","235 ac-ft","19 acres","1940","MN00111","MOUND CREEK","43.7145","-96.1779","1940","MNDNR WATERS","Between 9 pm and midnight","<12 hours","Yes","State park staff; MN DNR Dam Safety files.",""
"SOUTHWOOD LODGE LAKE DAM","MS","L","Non-failure","01/03/2020","Manmade Action","Erosion Of Spillway Chute","","","MS00430-3463","Headcut in primary; new spillway cut for drainage and prevent loss of home adjacent to the spillway.","","N","0","0","0","0","0","0","","","","P","RE","R","NR","25 ft","720 ac-ft","0 acres","1969","MS00430","TR- TURKEY CREEK","31.4606","-91.2627","0","MS DEPARTMENT OF ENVIRONMENTAL QUALITY","","","Y","MDEQ Dam Safety",""
"SPALDING DIVERSION DAM","NE","L","Non-failure","06/12/2010","Hydrologic/flooding","Overtopping","","","NE00000-1229","The dam was overtopped but did not fail.","","No","","0","","0","","","","0 ac-ft","This is a diversion dam used to divert water to the town's hydroelectric plant.  The NE DNR dam safety program does not have jurisdiction over diversion dams.","","RE","H","","11 ft","0 ac-ft","0 acres","0","NE00000","CEDAR RIVER","0","0","0","","","","","",""
"SPAULDING POND, MOHEGAN PARK","CT","","Failure","03/06/1963","Unknown","Unknown","","","CT00000-207","","","No","","","","","","$5 million to $10 million","","","Over $6 million in damages.","","","","","0 ft","0 ac-ft","0 acres","0","CT00000","","0","0","0","","","","","",""
"SPEEDWELL FORGE","PA","H","Non-failure","10/29/2012","Hydrologic/flooding","Overtopping","","","PA00345-1920","Rising pool threatened to overtop partially breached embankment.  At 23:00 hours the lowered embankment was overtopped but the embankment did not fail.","","Yes","","200","","0","None","none","","0 ac-ft","Emergency Action Plan was up-to-date and Evacuation was smooth with no injuries.","S","RE","R","Y","35 ft","2372 ac-ft","106 acres","1966","PA00345","HAMMER CREEK","40.2039","-76.3075","0","PADEP","","","","",""
"SPENCER DAM","NE","S","Failure","03/14/2019","Other","Overtopping","Other","","NE00628-3328","Major flood and ice run on the river overtopped the dam and caused failure.","Winter Storm Ulmer","No","1","","","1","Bridges","Unknown","Dam operators attempted to evacuate the individual living just downstream but the home apparently washed away before that happened.","16487 ac-ft","At the request of NE DNR and NPPD, ASDSO conducted an investigation of the failure.","U","RE","H","NR","45 ft","16487 ac-ft","864 acres","1927","NE00628","NIOBRARA RIVER","42.8088","-98.6566","0","NE DNR","5:15 AM","","Yes","ASDSO Independent Investigation Panel","Y"
"SPENCER LAKE - NORTH DAM","OH","L","Non-failure","12/20/2019","Deterioration Or Poor Condition","Spillway Riser Failure","","","OH00619-3385","The riser appears to have settled causing the joint between the riser and the outlet pipe to start leaking. Water level is lowered and monitoring. Working on repair plans.","","Yes","0","","","","","","","","","S","RE","R","Y","14 ft","258 ac-ft","30 acres","1960","OH00619","TRIBUTARY TO EAST BRANCH BLACK RIVER","41.115","-82.0858","0","DEPARTMENT OF NATURAL RESOURCES","","","No","OH Dam Safety",""
"SPOTSWOOD DRIVE DAM","VA","L","Non-failure","08/01/2018","Manmade Action","Accident Or Misoperation","","","VA137015-3306","Owner cut notch in dam with Track Hoe to release high water.","","No","0","","","","","","","","","P","RE","R","N","35 ft","270 ac-ft","5 acres","0","VA137015","","38.3785","-77.7805","0","DEPARTMENT OF CONSERVATION AND RECREATION","","","","VA DCR",""
"SPOTSWOOD DRIVE DAM","VA","L","Non-failure","11/12/2020","Structural Stability","Excessive/increased Seepage","Erosion","Reservoir Overfilling","VA137015-3403","Severe erosion, partial failure, upstream inundation","","","unknown","Unknown","Unknown","","","","","","","P","RE","R","N","35 ft","270 ac-ft","5 acres","0","VA137015","","38.3785","-77.7805","0","DEPARTMENT OF CONSERVATION AND RECREATION","","","Yes","VA Dam Safety",""
"SPOTSYLVANIA COUNTY DAM #9","VA","U","Failure","12/07/2019","Deterioration Or Poor Condition","Spillway Pipe Failure","Excessive/increased Seepage","Erosion","VA177036-3392","Dam loss of containment reported on 12/7/19.  Failure appears due to excessive seepage and free flowing low level outlet pipe that cannot be located.  Dam can refill to about 15' during storm events.","","","unknown","Unknown","Unknown","","","","","","","X","","","NR","30 ft","165 ac-ft","13 acres","0","VA177036","","38.2208","-77.6859","0","","","","Yes","VA Dam Safety",""
"SPOTSYLVANIA COUNTY DAM #9","VA","U","Non-failure","11/30/2020","Deterioration Or Poor Condition","Excessive/increased Seepage","Spillway Pipe Failure","","VA177036-3404","Pipe collapse, seepage","","","unknown","Unknown","Unknown","","","","","","","X","","","NR","30 ft","165 ac-ft","13 acres","0","VA177036","","38.2208","-77.6859","0","","","","Yes","VA Dam Safety",""
"SPRING LAKE DAM","TX","H","Non-failure","04/01/1982","Unknown","Spillway Deficiency","","","TX00124-2804","SERVICE SPWY","","","","","","","","","","","","P","RE","R","Y","23 ft","255 ac-ft","14 acres","1952","TX00124","TR-CANEY CREEK","30.4049","-95.3824","0","TCEQ","","","","TX DEQ",""
"SPRING LAKE DAM","TX","H","Non-failure","06/13/1973","Hydrologic/flooding","Overtopping","","","TX00124-2821","OVERTOPPED","","","","","","","","","","","","P","RE","R","Y","23 ft","255 ac-ft","14 acres","1952","TX00124","TR-CANEY CREEK","30.4049","-95.3824","0","TCEQ","","","","TX DEQ",""
"SPRING LAKE DAM","TX","S","Failure","06/10/2010","Hydrologic/flooding","Overtopping","","","TX00268-1231","Dam overtopped and failed","","No","","0","","0","","","","","Public Water supply line affected","P","RE","IR","N","23 ft","230 ac-ft","15 acres","1920","TX00268","HITTS CREEK","32.4298","-95.301","0","TCEQ","","","","",""
"SPRING LAKE DAM","TX","H","Non-failure","10/09/1992","Unknown","Spillway Deficiency","","","TX00124-2765","SERVICE SPWY","","","","","","","","","","","","P","RE","R","Y","23 ft","255 ac-ft","14 acres","1952","TX00124","TR-CANEY CREEK","30.4049","-95.3824","0","TCEQ","","","","TX DEQ",""
"SPRING LAKE DAM","MS","L","Failure","01/01/2012","Deterioration Or Poor Condition","Spillway Pipe Failure","","","MS00128-1864","CONDUIT FAILED VERY SLOWLY OVER 2-5 YEARS. EMBANKMENT HAS SLOWLY COLLAPSED OVER CONDUIT.","","No","","0","","0","","","","","ROAD ACROSS TOP OF DAM WAS CLOSED.","P","RE","R","NR","26 ft","480 ac-ft","93 acres","1971","MS00128","LITTLE MOUNGERS CREEK","30.5933","-88.6933","0","MS Dept. of Environmental Quality","","","","",""
"SPRING LAKE DAM","SC","L","Failure","09/16/2018","Hydrologic/flooding","Overtopping","Erosion","","SC00626-3130","Heavy rainfall and flooding led to overtopping and failure of a low area near the documented auxiliary spillway (located at the left abutment). Both primary spillways appear to be intact. The breach prevented access to the remaining portion of the auxiliary spillway and left abutment.","Hurricane Florence","No","0","0","0","0","","","State Dam Safety Program performed a full inspection following the breach of this dam.  The inspection report will contain a requirement that the Owner hire an engineer and submit either a permit application for repair or removal of the dam.","","Report on dam failures associated with Hurricane Florence to be released by Geotechnical Extreme Event Reconnaisance (GEER) group at some point in the future. GEER team field work occurred during month of September 2018.","P","RE","R","NR","16 ft","145 ac-ft","16 acres","1958","SC00626","BUCKHOLTZ CREEK","34.4582","-79.8616","0","SC DHEC","","","","SC Dam Safety",""
